ax,ay,az,gx,gy,gz,label
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.2,0.96,-0.31,0.63,-0.41,-0.79,good
-0.22,0.98,-0.29,-1.6,-1.47,-2.04,good
-0.21,0.99,-0.3,-1.74,-4.18,-1.41,good
-0.25,0.97,-0.22,-7.24,-4.14,-4.79,good
-0.25,0.98,-0.21,-2.24,-0.92,-3.27,good
-0.28,0.98,-0.22,4.06,-3.49,-3.47,good
-0.23,0.97,-0.21,6.25,-0.44,0.58,good
-0.3,0.95,-0.21,4.15,4.85,0.19,good
-0.27,0.95,-0.25,7.94,0.69,1.95,good
-0.26,0.96,-0.23,-1.28,2.02,2.02,good
-0.25,0.96,-0.26,1.73,1.65,0.22,good
-0.27,0.96,-0.23,-1.19,1.87,1.81,good
-0.26,0.96,-0.22,3.41,3.98,1.89,good
-0.26,0.97,-0.23,3.3,2.42,3.24,good
-0.24,0.97,-0.23,0.95,1.11,1.24,good
-0.22,0.98,-0.25,-2.66,0.93,-0.42,good
-0.22,0.98,-0.23,1.76,0.06,0.52,good
-0.24,0.93,-0.22,0.22,2.4,0.92,good
-0.25,0.97,-0.25,2.94,0.05,0.53,good
-0.25,0.96,-0.24,1.02,1.56,0.75,good
-0.25,0.97,-0.24,-1.36,2.0,-0.57,good
-0.24,0.96,-0.23,-0.03,2.09,0.07,good
-0.24,0.95,-0.23,5.45,5.26,1.44,good
-0.24,0.96,-0.25,5.43,3.52,1.9,good
-0.23,0.95,-0.27,2.63,0.7,1.04,good
-0.24,0.96,-0.28,5.21,3.15,1.32,good
-0.23,0.97,-0.31,13.91,14.66,6.88,good
-0.19,0.97,-0.33,3.15,4.76,2.08,good
-0.19,0.96,-0.33,-0.2,1.18,-0.8,good
-0.21,0.96,-0.33,1.19,-1.59,0.33,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.22,0.96,-0.31,-6.47,-10.48,-2.34,good
-0.25,0.98,-0.23,-5.69,-4.57,-3.24,good
-0.25,0.96,-0.2,-16.56,-2.98,-4.18,good
-0.3,0.92,-0.12,-6.04,-1.06,-3.78,good
-0.26,0.96,-0.15,3.36,1.82,0.98,good
-0.26,0.94,-0.19,2.77,1.12,0.6,good
-0.27,0.94,-0.18,3.09,0.2,1.83,good
-0.24,0.97,-0.18,5.41,0.74,2.74,good
-0.25,0.97,-0.19,4.93,3.14,1.39,good
-0.25,0.97,-0.21,1.61,1.85,0.03,good
-0.26,0.98,-0.18,2.6,0.81,0.24,good
-0.26,0.97,-0.16,2.99,2.32,0.54,good
-0.26,0.99,-0.17,2.61,2.34,0.69,good
-0.26,0.97,-0.19,3.58,0.56,0.56,good
-0.26,0.95,-0.19,2.04,1.73,0.7,good
-0.25,0.92,-0.23,15.89,7.15,4.2,good
-0.23,0.93,-0.22,0.69,2.82,1.11,good
-0.28,0.98,-0.27,-6.26,4.08,-0.28,good
-0.24,0.97,-0.22,0.56,1.53,1.05,good
-0.23,0.98,-0.23,-0.77,0.48,-1.5,good
-0.26,0.94,-0.19,-1.26,0.43,0.53,good
-0.24,0.94,-0.22,3.42,3.67,2.53,good
-0.24,0.97,-0.23,5.08,9.12,2.82,good
-0.23,0.97,-0.25,3.39,5.65,1.11,good
-0.21,0.97,-0.27,0.38,-1.47,-0.12,good
-0.22,0.95,-0.24,-10.87,-7.81,-4.8,good
-0.25,0.95,-0.17,-1.34,-6.01,-2.21,good
-0.24,0.97,-0.19,1.56,-0.3,-0.63,good
-0.24,0.95,-0.17,-3.18,1.35,-3.11,good
-0.27,0.97,-0.14,-4.79,4.05,-1.82,good
-0.29,0.98,-0.12,1.68,3.69,2.03,good
-0.26,0.97,-0.15,1.89,2.66,1.5,good
-0.27,0.97,-0.17,2.7,2.39,1.0,good
-0.27,0.97,-0.19,2.0,0.75,1.14,good
-0.25,0.95,-0.18,1.53,0.98,0.39,good
-0.26,0.95,-0.18,5.88,0.82,2.14,good
-0.23,0.98,-0.26,4.69,0.6,2.17,good
-0.24,0.97,-0.22,4.28,1.8,1.27,good
-0.26,0.96,-0.2,9.1,3.42,2.37,good
-0.23,0.98,-0.26,4.48,3.28,1.42,good
-0.24,0.97,-0.24,-0.4,2.01,0.86,good
-0.24,0.98,-0.23,0.76,0.73,0.4,good
-0.23,0.99,-0.25,1.01,-1.53,-2.57,good
-0.23,0.97,-0.22,-2.18,0.16,-2.38,good
-0.24,0.95,-0.23,0.33,-0.09,-2.13,good
-0.25,0.96,-0.23,2.7,2.56,0.03,good
-0.25,0.96,-0.23,-0.61,-0.59,-0.66,good
-0.26,0.97,-0.22,1.5,1.3,-0.31,good
-0.25,0.96,-0.23,3.83,2.62,1.17,good
-0.27,0.97,-0.24,0.78,-0.59,0.34,good
-0.26,0.97,-0.17,-3.81,1.29,-1.92,good
-0.23,0.94,-0.18,-1.66,2.05,0.19,good
-0.26,0.84,-0.16,14.86,3.67,7.21,good
-0.21,0.94,-0.24,13.79,3.57,2.89,good
-0.27,0.93,-0.27,-1.53,6.55,-2.49,good
-0.25,0.94,-0.25,3.44,6.38,1.41,good
-0.24,0.99,-0.29,1.88,1.08,-0.44,good
-0.25,0.95,-0.28,3.02,-0.36,1.12,good
-0.25,0.96,-0.24,3.72,4.1,2.34,good
-0.23,0.96,-0.27,3.34,-10.27,-0.85,good
-0.26,0.94,-0.24,-1.01,3.28,-1.06,good
-0.25,0.98,-0.24,1.03,5.21,-1.96,good
-0.26,0.93,-0.2,-0.02,-1.51,-0.69,good
-0.27,0.96,-0.24,5.43,2.76,-0.59,good
-0.28,0.95,-0.24,5.37,10.99,-2.4,good
-0.24,0.94,-0.24,2.45,1.15,2.27,good
-0.25,0.96,-0.27,2.37,4.35,2.22,good
-0.25,0.97,-0.28,1.61,2.18,0.17,good
-0.25,1.0,-0.26,-6.28,1.0,-4.1,good
-0.31,0.94,-0.17,-4.76,-0.45,2.79,good
-0.25,1.01,-0.24,0.16,0.86,-0.57,good
-0.28,0.93,-0.12,-6.89,-4.02,-2.05,good
-0.28,0.91,-0.18,1.22,0.03,1.27,good
-0.25,0.97,-0.19,5.88,3.56,2.17,good
-0.25,0.96,-0.2,6.85,2.29,0.63,good
-0.25,0.96,-0.17,5.32,3.21,0.28,good
-0.23,0.96,-0.21,8.45,2.02,-0.02,good
-0.24,1.0,-0.25,13.53,8.98,4.16,good
-0.24,0.96,-0.23,5.38,2.82,1.73,good
-0.24,1.01,-0.28,10.28,9.5,2.69,good
-0.24,0.98,-0.3,10.51,8.69,4.24,good
-0.19,0.97,-0.37,4.56,13.03,2.21,good
-0.2,0.95,-0.35,-0.15,-1.09,-0.87,good
-0.21,0.96,-0.36,-1.01,-2.22,-0.34,good
-0.21,0.97,-0.35,-8.5,-8.92,-3.53,good
-0.24,0.96,-0.26,-9.44,-5.76,-3.41,good
-0.24,0.96,-0.27,-5.08,-3.76,-1.25,good
-0.23,0.94,-0.22,-8.49,-5.84,-1.08,good
-0.26,0.97,-0.18,1.1,1.02,-1.47,good
-0.28,0.96,-0.2,2.95,2.72,1.33,good
-0.25,0.95,-0.21,2.4,-0.36,1.1,good
-0.25,0.95,-0.22,0.0,-0.85,-0.02,good
-0.25,0.95,-0.24,4.92,1.75,1.77,good
-0.25,0.94,-0.22,6.29,1.74,1.63,good
-0.23,0.96,-0.27,12.91,5.08,3.11,good
-0.23,0.96,-0.29,7.98,5.27,3.95,good
-0.22,0.95,-0.28,7.82,2.98,2.62,good
-0.23,0.98,-0.35,4.57,9.22,2.63,good
-0.21,0.97,-0.3,1.32,0.93,0.26,good
-0.21,0.96,-0.3,0.78,1.2,-0.28,good
-0.23,0.96,-0.32,-0.04,1.66,-0.56,good
-0.23,0.96,-0.33,0.95,1.52,0.48,good
-0.21,0.96,-0.33,-1.47,1.48,0.23,good
-0.22,0.96,-0.32,-10.56,-6.84,-2.28,good
-0.23,0.95,-0.26,-2.48,1.24,0.82,good
-0.22,0.96,-0.28,3.4,3.27,2.24,good
-0.19,0.95,-0.3,0.71,0.23,1.01,good
-0.21,0.95,-0.23,-3.6,-3.3,-3.44,good
-0.26,0.95,-0.18,-6.44,0.32,-3.28,good
-0.27,0.98,-0.18,-4.12,-3.01,-2.72,good
-0.26,0.97,-0.17,-2.95,-1.56,-1.53,good
-0.28,0.94,-0.16,0.05,2.31,1.04,good
-0.27,0.98,-0.15,-3.06,4.5,-2.42,good
-0.29,0.95,-0.15,-1.07,0.34,-1.68,good
-0.29,0.96,-0.15,1.32,1.18,-0.89,good
-0.28,0.96,-0.14,2.05,1.27,-0.37,good
-0.27,0.96,-0.15,1.88,1.2,0.6,good
-0.27,0.94,-0.16,3.05,0.54,1.37,good
-0.28,0.95,-0.19,11.44,3.79,3.53,good
-0.28,0.98,-0.26,2.04,5.65,1.14,good
-0.24,0.96,-0.23,4.53,0.98,1.99,good
-0.25,0.96,-0.23,7.63,6.02,2.13,good
-0.22,0.95,-0.27,10.34,13.05,4.05,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
0.0,0.0,0.0,2.54,2.0,2.03,good
-0.21,0.97,-0.31,-0.15,2.14,-0.24,good
-0.19,0.99,-0.34,0.72,-4.23,-1.02,good
-0.23,0.98,-0.27,-13.03,-9.08,-3.27,good
-0.23,0.98,-0.18,1.63,-0.37,-1.21,good
-0.25,0.97,-0.21,-0.33,1.33,-1.19,good
-0.25,0.97,-0.2,-0.7,-2.76,0.79,good
-0.25,0.98,-0.18,1.96,3.03,0.13,good
-0.24,0.97,-0.23,4.93,1.14,0.65,good
-0.24,0.96,-0.18,4.97,1.95,1.35,good
-0.23,0.96,-0.21,4.02,2.19,0.75,good
-0.23,0.97,-0.22,0.57,0.38,0.73,good
-0.23,0.96,-0.23,1.48,0.32,0.68,good
-0.23,0.95,-0.21,0.63,-0.31,0.4,good
-0.23,0.95,-0.22,4.98,0.69,1.89,good
-0.21,0.97,-0.24,2.24,5.69,1.86,good
-0.23,0.97,-0.23,3.96,2.21,0.28,good
-0.23,0.99,-0.22,7.66,4.52,0.12,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.24,0.99,-0.25,-8.62,-3.36,-3.78,good
-0.25,0.97,-0.21,6.23,0.38,2.5,good
-0.21,1.01,-0.19,5.69,6.72,-0.56,good
-0.27,1.0,-0.18,3.89,7.22,1.51,good
-0.27,1.0,-0.18,-0.11,2.27,-1.58,good
-0.24,0.99,-0.2,3.69,4.67,1.49,good
-0.23,1.0,-0.21,3.37,4.02,0.8,good
-0.23,0.98,-0.2,2.15,-1.63,0.32,good
-0.22,0.96,-0.23,5.05,-3.05,0.42,good
-0.23,0.95,-0.24,7.68,0.4,2.07,good
-0.21,1.0,-0.27,12.48,7.38,0.4,good
-0.23,0.98,-0.29,0.76,3.04,-1.31,good
-0.24,0.97,-0.27,-0.6,2.49,-0.34,good
-0.22,0.98,-0.3,-1.69,3.74,-0.52,good
-0.24,0.97,-0.27,-3.63,-1.63,-1.58,good
-0.24,0.96,-0.27,1.34,0.73,0.51,good
-0.24,0.97,-0.28,0.94,-0.18,0.53,good
-0.22,0.97,-0.24,-4.51,-5.58,-2.01,good
-0.25,0.92,-0.19,-4.92,1.51,-2.93,good
-0.27,0.96,-0.23,-2.5,4.99,0.2,good
-0.24,0.98,-0.21,-4.02,-2.12,-0.24,good
-0.24,1.0,-0.17,-3.22,7.24,-1.16,good
-0.26,0.99,-0.12,-6.69,4.23,-3.45,good
-0.28,0.98,-0.16,0.75,-0.79,-0.32,good
-0.26,0.98,-0.17,0.56,-1.61,0.14,good
-0.27,0.98,-0.18,1.24,0.78,0.14,good
-0.25,0.98,-0.19,2.47,-0.7,0.34,good
-0.25,0.97,-0.19,0.69,0.6,-0.12,good
-0.26,0.97,-0.19,2.24,0.47,0.08,good
-0.24,0.96,-0.21,2.59,2.4,0.05,good
-0.26,0.96,-0.19,6.18,6.57,2.53,good
-0.23,0.97,-0.29,8.46,1.98,3.66,good
-0.2,0.97,-0.29,3.44,1.47,2.33,good
-0.21,0.97,-0.28,4.72,2.0,0.72,good
-0.22,0.98,-0.28,7.85,6.19,1.1,good
-0.2,0.99,-0.3,-2.88,2.11,0.62,good
-0.2,0.98,-0.29,4.11,7.8,2.01,good
-0.2,0.97,-0.31,3.13,5.97,0.93,good
-0.17,0.98,-0.34,3.89,3.71,0.72,good
-0.2,1.0,-0.33,-2.18,0.37,-2.82,good
-0.2,0.98,-0.31,-7.76,-0.58,-6.15,good
-0.21,0.97,-0.27,-4.82,-2.45,-4.82,good
-0.23,0.99,-0.26,2.04,1.02,-0.4,good
-0.25,0.99,-0.22,0.21,3.46,-0.53,good
-0.24,0.99,-0.23,1.56,3.16,-2.1,good
-0.25,0.97,-0.2,-6.21,0.69,-3.02,good
-0.28,0.99,-0.16,0.4,1.72,-0.61,good
-0.27,0.96,-0.22,0.85,1.6,1.76,good
-0.27,0.96,-0.2,-0.95,0.92,-0.18,good
-0.25,0.96,-0.2,1.44,0.44,-0.19,good
-0.27,0.95,-0.2,2.32,0.27,-1.24,good
-0.26,0.96,-0.2,-1.31,-0.84,0.29,good
-0.25,0.97,-0.21,0.68,-0.12,0.74,good
-0.24,0.97,-0.23,3.31,0.76,0.76,good
-0.22,0.97,-0.25,7.82,-0.63,0.58,good
-0.24,0.95,-0.25,-1.5,2.61,-1.28,good
-0.27,0.95,-0.22,-1.54,0.35,0.14,good
-0.25,0.95,-0.21,3.55,4.24,1.34,good
-0.23,0.98,-0.26,5.69,3.13,1.73,good
-0.25,0.98,-0.25,0.51,3.43,0.52,good
-0.24,0.96,-0.25,1.2,1.53,0.65,good
-0.25,0.97,-0.25,0.58,1.08,0.31,good
-0.26,0.96,-0.27,-4.03,-1.64,-1.64,good
-0.3,0.92,-0.2,-28.92,-7.66,-5.99,good
-0.27,0.92,-0.1,-1.71,1.46,-1.41,good
-0.29,0.98,-0.18,6.13,1.75,1.82,good
-0.25,0.93,-0.15,0.63,1.47,1.37,good
-0.24,0.94,-0.13,9.28,1.78,-0.13,good
-0.28,0.96,-0.12,10.16,6.6,1.55,good
-0.27,0.99,-0.12,3.05,2.53,-0.51,good
-0.27,0.98,-0.12,-1.27,2.89,-1.11,good
-0.29,0.96,-0.11,-0.11,2.34,-0.18,good
-0.25,1.03,-0.16,11.66,7.32,4.49,good
-0.23,1.04,-0.2,11.13,1.36,1.6,good
-0.26,0.99,-0.2,3.21,5.42,0.74,good
-0.27,1.0,-0.22,5.34,5.27,-2.15,good
-0.25,0.95,-0.23,-4.48,-3.37,-2.05,good
-0.25,0.95,-0.21,-2.83,0.32,-1.53,good
-0.24,0.97,-0.21,2.63,-0.05,1.39,good
-0.25,0.98,-0.21,1.12,1.95,0.96,good
-0.25,0.97,-0.22,0.05,2.76,-0.7,good
-0.24,0.96,-0.2,2.38,2.26,0.9,good
-0.27,1.0,-0.2,-4.66,1.36,-2.45,good
-0.31,0.99,-0.13,-16.18,-4.53,-5.2,good
-0.27,0.93,-0.12,2.56,-1.01,-1.27,good
-0.28,0.98,-0.12,2.9,3.52,0.04,good
-0.28,0.98,-0.14,-1.08,2.13,0.47,good
-0.28,0.98,-0.12,-0.27,0.36,0.6,good
-0.28,0.97,-0.11,1.08,1.29,-0.02,good
-0.28,0.97,-0.11,1.48,2.03,-0.31,good
-0.28,0.96,-0.11,1.96,2.12,0.15,good
-0.29,0.95,-0.1,3.26,2.05,1.44,good
-0.28,0.97,-0.15,8.96,6.06,4.01,good
-0.26,0.94,-0.17,6.23,2.74,3.06,good
-0.24,0.95,-0.19,9.76,5.48,3.5,good
-0.22,1.01,-0.27,2.89,5.86,0.05,good
-0.23,0.98,-0.22,1.08,2.39,0.47,good
-0.24,0.98,-0.24,0.54,2.35,-0.54,good
-0.24,0.98,-0.23,1.21,3.08,-0.24,good
-0.24,0.98,-0.25,1.67,1.36,-0.43,good
-0.21,0.99,-0.25,8.53,4.02,-0.51,good
-0.26,0.98,-0.25,-2.44,1.0,-3.24,good
-0.25,0.97,-0.23,-5.89,-1.69,-1.45,good
-0.27,0.97,-0.2,-9.78,-6.18,-2.92,good
-0.27,0.93,-0.14,-7.87,-4.61,-1.14,good
-0.27,0.96,-0.13,2.43,3.04,1.24,good
-0.27,0.96,-0.14,6.12,1.85,0.55,good
-0.27,0.98,-0.14,2.29,-0.99,-3.76,good
-0.31,0.98,-0.15,-2.01,0.62,1.21,good
-0.32,0.92,-0.14,-1.73,12.7,-0.37,good
-0.29,0.95,-0.16,2.49,-1.56,0.85,good
-0.26,0.97,-0.18,8.76,1.29,4.07,good
-0.23,0.99,-0.21,8.35,-0.3,-0.69,good
-0.25,0.97,-0.19,-0.76,-1.76,1.01,good
-0.26,0.96,-0.19,1.79,1.05,1.68,good
-0.28,0.97,-0.19,-5.69,-2.67,-2.31,good
-0.28,0.96,-0.12,-6.17,-0.65,-2.34,good
-0.28,0.97,-0.12,1.84,-0.21,-0.73,good
-0.27,0.95,-0.13,0.91,-1.47,-0.24,good
-0.3,1.0,-0.13,2.45,3.67,-1.24,good
-0.33,0.96,-0.13,0.82,4.1,0.5,good
-0.27,0.99,-0.13,1.02,-0.95,0.44,good
-0.28,0.98,-0.14,2.34,3.82,2.2,good
-0.28,0.97,-0.14,2.64,-0.75,1.14,good
-0.31,0.99,-0.17,3.86,5.58,1.27,good
-0.28,0.98,-0.17,-0.13,-2.46,0.53,good
-0.29,0.96,-0.15,0.66,2.41,-1.32,good
-0.28,1.0,-0.16,-7.2,-0.86,-3.53,good
-0.29,0.95,-0.12,0.18,1.84,-0.55,good
-0.28,0.95,-0.15,7.46,4.0,2.46,good
-0.29,0.96,-0.17,3.17,2.36,0.73,good
-0.26,0.97,-0.19,0.92,-0.39,-0.81,good
-0.27,0.96,-0.17,2.35,1.25,0.48,good
-0.27,0.96,-0.19,3.56,1.05,0.37,good
-0.28,0.96,-0.2,4.69,2.95,0.32,good
-0.27,0.98,-0.22,4.46,2.77,0.6,good
-0.27,0.97,-0.18,0.43,1.27,-0.35,good
-0.27,0.96,-0.18,-0.96,2.34,0.21,good
-0.27,0.97,-0.18,3.02,2.6,0.37,good
-0.27,0.98,-0.19,0.95,1.53,0.24,good
-0.27,0.99,-0.2,3.21,2.26,-0.02,good
-0.26,0.98,-0.18,1.77,1.77,-0.41,good
-0.27,0.97,-0.19,0.82,0.18,-0.34,good
-0.27,0.97,-0.18,-5.46,-2.02,0.13,good
-0.25,0.97,-0.16,-3.03,-5.18,-0.69,good
-0.28,0.95,-0.13,1.12,-0.21,0.28,good
-0.27,0.96,-0.16,5.15,0.41,0.75,good
-0.25,0.96,-0.16,1.4,3.02,0.06,good
-0.26,0.96,-0.18,0.79,1.66,0.51,good
-0.26,0.96,-0.17,2.8,2.83,0.83,good
-0.27,0.95,-0.18,1.98,3.37,-0.18,good
-0.27,0.96,-0.18,1.22,2.4,1.02,good
-0.27,0.98,-0.18,1.35,1.82,-0.24,good
-0.29,0.95,-0.15,-2.31,5.04,0.25,good
-0.27,0.93,-0.15,1.79,-0.49,2.34,good
-0.26,0.95,-0.16,18.81,18.15,6.34,good
-0.24,0.97,-0.28,8.31,11.83,5.61,good
-0.22,0.98,-0.29,2.85,6.47,1.24,good
-0.21,0.98,-0.3,4.34,5.56,1.71,good
-0.19,1.0,-0.36,-4.44,-4.23,-3.77,good
-0.22,0.92,-0.23,-13.71,-18.55,-5.97,good
-0.24,0.95,-0.22,3.66,-0.58,-1.69,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.29,1.02,-0.18,-8.34,-0.48,-3.27,good
-0.3,0.97,-0.12,0.62,1.8,-0.21,good
-0.29,0.98,-0.14,1.5,0.65,-0.68,good
-0.28,0.97,-0.15,3.28,2.47,0.98,good
-0.26,0.96,-0.17,2.11,1.05,-0.11,good
-0.27,0.96,-0.15,2.86,2.42,1.13,good
-0.26,0.96,-0.16,8.05,2.4,1.46,good
-0.26,0.99,-0.23,12.0,1.25,2.6,good
-0.23,0.97,-0.23,2.98,-1.05,2.09,good
-0.25,0.97,-0.21,4.41,3.97,0.78,good
-0.26,0.98,-0.22,8.27,6.41,0.2,good
0.0,0.0,0.0,0.07,-0.26,-0.33,good
-0.25,0.96,-0.23,0.61,1.62,0.05,good
-0.26,0.97,-0.25,4.01,1.62,0.54,good
-0.25,0.97,-0.25,2.11,1.8,0.34,good
-0.23,0.97,-0.25,4.24,3.41,1.78,good
-0.23,0.96,-0.25,10.67,7.08,3.24,good
-0.25,0.97,-0.26,0.73,0.48,-0.22,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.23,1.0,-0.27,-2.66,-2.55,0.0,good
-0.26,0.97,-0.18,5.54,3.95,0.0,good
-0.28,0.96,-0.19,-3.44,-0.87,0.09,good
-0.33,0.95,-0.03,-10.0,4.89,-2.92,good
-0.32,0.97,-0.07,-1.24,4.31,-1.56,good
-0.31,0.96,-0.11,2.2,2.34,-0.35,good
-0.31,0.96,-0.12,1.5,1.37,0.5,good
-0.28,0.96,-0.11,1.06,1.75,0.71,good
-0.29,0.97,-0.15,12.59,8.7,6.06,good
-0.28,0.95,-0.19,2.53,0.34,2.95,good
-0.23,1.0,-0.21,6.54,5.38,3.55,good
-0.21,1.01,-0.31,8.47,6.9,1.43,good
-0.22,0.99,-0.28,4.32,2.99,3.17,good
-0.22,0.97,-0.32,0.54,7.02,-0.18,good
-0.22,0.98,-0.33,-3.5,2.29,-0.92,good
-0.22,1.01,-0.31,-13.68,-7.36,-5.36,good
-0.24,0.96,-0.2,-7.36,-6.42,-3.95,good
-0.26,0.96,-0.18,-4.24,-5.49,-3.33,good
-0.25,0.98,-0.22,-14.96,-12.45,-6.95,good
-0.28,0.93,-0.08,-2.32,-3.44,-1.4,good
-0.3,0.96,-0.12,6.78,5.68,0.64,good
-0.26,0.98,-0.18,5.72,2.17,1.92,good
-0.26,0.95,-0.17,2.73,0.89,0.73,good
-0.27,0.96,-0.17,3.5,0.2,-0.52,good
-0.28,0.94,-0.16,2.66,-0.06,0.23,good
-0.28,0.94,-0.14,8.73,3.58,1.94,good
-0.27,0.98,-0.21,5.52,6.45,1.96,good
-0.26,0.97,-0.2,4.27,2.14,1.82,good
-0.27,0.97,-0.19,6.74,5.03,1.11,good
-0.26,0.96,-0.25,3.96,9.4,2.11,good
-0.26,0.97,-0.23,0.44,0.71,1.91,good
-0.23,0.97,-0.23,2.77,0.42,0.37,good
-0.23,0.99,-0.29,-4.56,-6.95,-0.72,good
-0.26,0.95,-0.17,-7.47,-4.32,-3.66,good
-0.3,0.96,-0.13,-1.4,-1.98,-2.38,good
-0.33,0.99,-0.12,-2.41,4.24,-3.9,good
-0.28,0.95,-0.12,-7.35,-1.74,-0.98,good
-0.26,0.93,-0.12,4.14,1.47,1.76,good
-0.26,0.96,-0.15,5.24,2.39,0.86,good
-0.28,0.96,-0.1,5.71,3.5,1.29,good
-0.31,0.94,-0.1,6.04,5.81,1.7,good
-0.27,0.99,-0.16,17.47,10.88,5.58,good
-0.28,0.97,-0.19,5.31,5.27,0.92,good
-0.27,0.95,-0.19,10.18,3.91,2.01,good
-0.26,0.94,-0.31,-0.74,2.26,2.66,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.23,0.97,-0.28,4.26,3.99,1.47,good
-0.21,0.96,-0.28,6.28,4.56,2.31,good
-0.21,0.97,-0.31,3.79,1.99,1.12,good
-0.19,0.97,-0.35,-6.61,-5.7,-2.01,good
-0.21,0.97,-0.24,-1.57,-7.87,-1.72,good
-0.24,0.99,-0.24,5.9,5.85,-2.62,good
-0.27,0.98,-0.24,3.82,1.66,-1.93,good
-0.33,0.96,-0.25,-4.56,-5.66,-1.15,good
-0.25,0.96,-0.17,0.11,1.34,-0.12,good
-0.28,0.97,-0.2,2.89,7.41,0.45,good
-0.27,0.96,-0.21,4.48,2.67,-0.05,good
-0.27,0.97,-0.2,3.92,2.92,0.66,good
-0.25,0.95,-0.23,1.27,0.63,0.76,good
-0.26,0.95,-0.23,1.27,0.14,0.71,good
-0.27,0.95,-0.21,3.1,1.37,1.32,good
-0.26,0.97,-0.22,-1.63,2.05,0.02,good
-0.27,0.97,-0.25,5.03,2.65,2.89,good
-0.23,0.98,-0.24,4.05,1.6,2.64,good
-0.26,0.96,-0.18,5.85,8.37,1.87,good
-0.2,1.0,-0.34,4.93,-0.87,2.06,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.21,0.97,-0.28,15.73,6.11,2.11,good
-0.18,0.97,-0.37,-1.54,-3.55,-0.17,good
-0.22,0.96,-0.35,-0.73,-0.34,-1.68,good
-0.21,0.96,-0.33,1.1,1.37,0.47,good
-0.22,0.96,-0.34,0.44,2.51,-0.69,good
-0.23,0.97,-0.34,-3.52,1.73,-0.24,good
-0.2,0.97,-0.34,1.5,-0.82,0.31,good
-0.23,0.95,-0.34,6.32,4.69,3.62,good
-0.24,0.99,-0.29,-8.04,-4.42,-3.54,good
-0.25,1.01,-0.26,-11.47,-4.35,-3.34,good
-0.25,0.94,-0.16,-14.08,-6.83,-2.91,good
-0.28,0.97,-0.14,-0.41,0.45,-0.16,good
-0.26,0.96,-0.17,0.84,-0.21,0.43,good
-0.26,0.99,-0.19,-1.88,0.08,-0.66,good
-0.27,0.97,-0.17,0.21,-1.53,-0.73,good
-0.27,0.95,-0.16,-2.63,0.66,0.39,good
-0.27,0.97,-0.16,0.83,1.19,0.53,good
-0.26,0.96,-0.18,1.4,3.47,1.61,good
-0.27,0.98,-0.19,5.37,3.13,1.39,good
-0.23,0.94,-0.23,11.81,5.92,3.63,good
-0.24,0.95,-0.28,6.04,2.87,2.5,good
-0.23,0.94,-0.25,3.51,1.97,2.04,good
-0.23,0.94,-0.29,14.23,5.22,2.95,good
-0.22,0.98,-0.34,4.25,4.4,0.92,good
-0.21,1.01,-0.3,1.3,3.48,-0.08,good
-0.22,0.98,-0.31,0.79,2.18,-0.32,good
-0.22,0.97,-0.29,1.51,0.53,0.07,good
-0.22,0.98,-0.31,2.1,-0.05,-0.76,good
-0.23,0.97,-0.31,-2.85,-0.57,-0.27,good
-0.21,0.99,-0.3,-6.6,-0.83,-5.37,good
-0.25,0.98,-0.23,-10.02,-6.31,-5.44,good
-0.28,0.96,-0.17,-1.4,0.19,-1.27,good
-0.25,1.0,-0.22,-6.73,-2.28,-1.95,good
-0.25,0.97,-0.13,-1.67,-0.85,0.29,good
-0.28,0.95,-0.12,3.11,3.96,0.63,good
-0.27,0.98,-0.15,4.15,-0.34,0.24,good
-0.27,0.98,-0.13,2.25,3.92,0.68,good
-0.27,0.96,-0.15,5.24,3.37,0.81,good
-0.26,0.96,-0.17,5.78,4.91,0.37,good
-0.25,0.99,-0.21,8.76,10.31,2.08,good
-0.27,0.98,-0.23,8.39,4.56,1.02,good
-0.27,0.97,-0.24,10.2,6.56,3.23,good
-0.22,0.98,-0.36,-2.14,-6.81,-1.9,good
-0.22,0.97,-0.31,-1.87,-0.6,1.58,good
-0.21,0.95,-0.29,-0.18,-0.52,0.05,good
-0.22,0.96,-0.28,-2.79,-5.24,-1.66,good
-0.24,0.99,-0.25,-1.91,-2.37,-2.17,good
-0.3,1.01,-0.21,-23.81,3.21,-4.09,good
-0.24,1.01,-0.16,-3.66,1.6,-2.53,good
-0.3,1.0,-0.16,-1.4,-0.81,-1.86,good
-0.32,0.98,-0.06,-7.31,-2.34,0.86,good
-0.29,0.95,-0.09,0.71,1.77,-0.42,good
-0.29,0.95,-0.1,4.9,2.03,0.44,good
